0.000000000000000000e+00 1.576525030652252968e-01 -4.209229413230541200e-02 6.837994046880697951e-02 5.063078890147175090e-03 3.400350690500111416e-03 5.994693561633309027e-03 -1.729071471446311887e-03 -1.976188537454715965e-03 1.095385290490471022e-03
1.000000000000000056e-01 -3.770601782810930475e-02 -3.099374978558842864e-02 2.934919633854972398e-02 -2.727884421853188357e-02 5.745700825841946330e-04 -7.013300831793612376e-03 -1.073838163258778074e-02 -1.234195077603803675e-02 -1.042202190494528717e-02
2.000000000000000111e-01 1.673817843553787321e-01 1.924647525950309510e-02 -3.032429740139931662e-02 -1.457898345149057258e-02 -3.190822309355433734e-02 -2.150738640120985340e-02 -1.185968742139736389e-02 -1.734252286685807054e-02 -1.526529064727490115e-02
3.000000000000000444e-01 -2.634791872618877373e-02 -8.928198929712080623e-02 -7.244453129688922799e-02 -2.808987137197027639e-02 -1.514699825197369717e-02 -2.916355934825280716e-02 -2.136277295967901543e-02 -2.212297725533910603e-02 -2.020002873650670119e-02
4.000000000000000222e-01 1.522323913384914240e-01 9.899794322454934237e-03 -6.282018242825483656e-02 -3.727069288359311644e-02 -2.984364957538959001e-02 -2.888968634884236594e-02 -2.114908294244673137e-02 -2.210870381944776350e-02 -2.302349506809002466e-02
5.000000000000000000e-01 -1.557362182842411125e-01 9.665424078359324822e-04 -7.456210933336016033e-02 -3.817552166970122202e-02 -2.018140313728895158e-02 -1.750948565526311632e-02 -1.791635918550133627e-02 -1.869418134458880609e-02 -1.971057363837242296e-02
6.000000000000000888e-01 -2.199070636339332807e-01 6.609092748548769936e-02 -4.161148023430413789e-02 3.384561819341674882e-02 -2.659778019759074727e-02 -1.357832499103497903e-02 -1.543366949059456206e-02 -1.817657594416671740e-02 -1.843861908756671067e-02
7.000000000000000666e-01 -1.295283182436604841e-01 6.648302996220578631e-02 2.808332140592946502e-02 -6.935628324897085036e-03 -1.728311838405841711e-02 -2.099129447004300167e-02 -1.491366641238512682e-02 -1.325039165250473973e-02 -1.152692367769397701e-02
8.000000000000000444e-01 -6.464158718786665314e-02 2.794467532764091655e-02 -7.867258255082719073e-03 -1.588187801480755480e-03 4.432959975523235313e-03 3.616214635588553550e-03 -7.706019814741386920e-03 -2.650160384521703036e-03 -3.358571991073578105e-03
9.000000000000000222e-01 -1.492429394476364399e-02 -2.618443296970960656e-03 3.514369707579087596e-03 9.716764088609285838e-03 -9.107417208803836664e-04 8.500785634932313609e-03 7.075277305121793758e-03 4.837965939498960026e-03 4.272408012065760825e-03
1.000000000000000000e+00 -9.471841969644646808e-02 3.979783462801186888e-02 -3.510885209821922731e-02 1.452359371758005224e-02 2.736181095132016877e-02 1.893891091500612620e-02 9.504866765054038186e-03 1.657353928191537817e-02 1.498978086992740211e-02
1.100000000000000089e+00 1.277452218731548461e-01 -2.731196330649235393e-02 3.343688912531906504e-02 9.033359825581441238e-05 4.294027935087315478e-02 3.738372190061039352e-02 2.386825267979039364e-02 2.773368908867062874e-02 2.801506072354942659e-02
1.200000000000000178e+00 -8.342503673672889419e-03 -1.894657103687058530e-02 6.553755532778625381e-02 5.094538277040958074e-02 3.768274569707567856e-02 3.904052210536190781e-02 4.355961906418569923e-02 4.150995098919272458e-02 4.103605937633211798e-02
1.300000000000000044e+00 5.323885021102175291e-02 -7.005075777587937980e-03 1.063128107032955127e-01 3.202555733138268829e-02 4.669526147708340236e-02 6.555479928545562829e-02 5.957260464762374058e-02 5.432082848576292450e-02 5.656077477903891787e-02
